Codigo;Decibelios medidos;Fecha/Hora medicion
BI-RUI-C008;69.3;2025-12-28 16:21:32.153
BI-RUI-BR6;55.519;2025-12-28 16:21:51.437
BI-RUI-P003;76.3;2025-12-28 16:22:03.017
BI-RUI-009;74.450;2025-12-28 16:22:33.503
BI-RUI-005;67.427;2025-12-28 16:22:34.8
BI-RUI-P012;68.4;2025-12-28 16:23:26.963
BI-RUI-C025;45.10;2025-12-28 16:23:46.357
BI-RUI-P007;63.5;2025-12-28 16:23:52.92
BI-RUI-P014;63.4;2025-12-28 16:24:37.083
BI-RUI-C005;64.1;2025-12-28 16:25:07.353
BI-RUI-C009;68.6;2025-12-28 16:25:33.183
BI-RUI-020;58.80;2025-12-28 16:25:33.683
BI-RUI-P011;66.8;2025-12-28 16:26:07.89
BI-RUI-C012;54.1;2025-12-28 16:26:08.61
BI-RUI-BR15;64.40;2025-12-28 16:26:09.737
BI-RUI-BR11;60.546;2025-12-28 16:26:10.11
BI-RUI-C015;65.10;2025-12-28 16:26:33.69
BI-RUI-P002;33.9;2025-12-28 16:27:32.76
BI-RUI-BR8;58.00;2025-12-28 16:27:37.42
BI-RUI-025;62.60;2025-12-28 16:27:37.717
BI-RUI-021;58.20;2025-12-28 16:27:42.077
BI-RUI-C006;74.1;2025-12-28 16:27:45.373
BI-RUI-P009;65.1;2025-12-28 16:27:47.857
BI-RUI-C002;57.4;2025-12-28 16:28:06.25
BI-RUI-023;61.90;2025-12-28 16:28:47.613
BI-RUI-015;71.244;2025-12-28 16:29:03.57
BI-RUI-C025;44.50;2025-12-28 16:29:12.01
BI-RUI-P005;65.2;2025-12-28 16:29:38.903
BI-RUI-P013;66.8;2025-12-28 16:30:00.093
BI-RUI-C011;45.30;2025-12-28 16:30:27.377
BI-RUI-C005;71.9;2025-12-28 16:30:28.753
BI-RUI-019;66.505;2025-12-28 16:30:34.723
BI-RUI-017;70.102;2025-12-28 16:30:36.63
BI-RUI-004;73.784;2025-12-28 16:30:37.787
BI-RUI-C003;60.10;2025-12-28 16:30:45.333
BI-RUI-006;59.011;2025-12-28 16:31:04.43
BI-RUI-001;57.917;2025-12-28 16:31:16.43
BI-RUI-007;61.006;2025-12-28 16:31:27.23
BI-RUI-C004;58.2;2025-12-28 16:32:26.063
BI-RUI-P010;64.6;2025-12-28 16:33:05.867
BI-RUI-C016;64.8;2025-12-28 16:33:17.54
BI-RUI-C018;53.30;2025-12-28 16:33:37.45
BI-RUI-008;60.711;2025-12-28 16:33:41.683
BI-RUI-022;63.70;2025-12-28 16:33:54.09
BI-RUI-010;75.928;2025-12-28 16:33:55.92
BI-RUI-C020;61.00;2025-12-28 16:34:00.373
BI-RUI-C001;60.0;2025-12-28 16:34:33.3
BI-RUI-C025;46.70;2025-12-28 16:34:38.88
BI-RUI-P004;71.6;2025-12-28 16:34:54.13
BI-RUI-P006;77.4;2025-12-28 16:35:14.243
BI-RUI-P001;78.0;2025-12-28 16:35:45.247
BI-RUI-011;68.353;2025-12-28 16:36:07.61
BI-RUI-BR6;60.265;2025-12-28 16:36:50.27
BI-RUI-C008;69.0;2025-12-28 16:36:54.677
BI-RUI-P003;75.6;2025-12-28 16:37:03.57
BI-RUI-005;69.716;2025-12-28 16:37:43.963
BI-RUI-009;73.266;2025-12-28 16:37:44.137
BI-RUI-P012;67.7;2025-12-28 16:38:27.33
BI-RUI-C025;44.20;2025-12-28 16:40:07.003
BI-RUI-C005;64.5;2025-12-28 16:40:28.06
BI-RUI-C009;63.8;2025-12-28 16:40:50.23
BI-RUI-020;57.10;2025-12-28 16:40:50.403
BI-RUI-P011;66.7;2025-12-28 16:41:08.63
BI-RUI-BR11;64.711;2025-12-28 16:41:13.51
BI-RUI-C012;53.6;2025-12-28 16:41:25.34
BI-RUI-BR15;65.60;2025-12-28 16:41:28.513
BI-RUI-C015;67.70;2025-12-28 16:41:56.723
BI-RUI-P002;33.7;2025-12-28 16:42:33.3
BI-RUI-BR8;60.80;2025-12-28 16:42:55.16
BI-RUI-021;58.20;2025-12-28 16:42:58.413
BI-RUI-025;62.50;2025-12-28 16:43:00.523
BI-RUI-C006;74.8;2025-12-28 16:43:02.167
BI-RUI-C002;55.5;2025-12-28 16:43:28.733
BI-RUI-023;65.50;2025-12-28 16:44:05.273
BI-RUI-015;71.829;2025-12-28 16:44:10.717
BI-RUI-P005;72.3;2025-12-28 16:44:39.37
BI-RUI-019;66.682;2025-12-28 16:45:26.13
BI-RUI-017;63.096;2025-12-28 16:45:27.413
BI-RUI-C025;46.10;2025-12-28 16:45:35.2
BI-RUI-004;73.284;2025-12-28 16:45:39.953
BI-RUI-C005;69.9;2025-12-28 16:45:40.953
BI-RUI-C003;59.10;2025-12-28 16:45:53.333
BI-RUI-006;61.122;2025-12-28 16:45:54.117
BI-RUI-C011;45.50;2025-12-28 16:45:54.587
BI-RUI-007;59.254;2025-12-28 16:46:16.58
BI-RUI-001;59.172;2025-12-28 16:46:28.417
BI-RUI-C004;58.5;2025-12-28 16:47:33.11
BI-RUI-P010;65.4;2025-12-28 16:48:06.75
BI-RUI-C016;63.8;2025-12-28 16:48:40.083
BI-RUI-008;63.811;2025-12-28 16:48:44.1
BI-RUI-C018;52.60;2025-12-28 16:48:50.09
BI-RUI-010;73.076;2025-12-28 16:49:05.877
BI-RUI-022;68.50;2025-12-28 16:49:12.957
BI-RUI-C020;59.40;2025-12-28 16:49:34.29
BI-RUI-C001;59.1;2025-12-28 16:49:49.73
BI-RUI-P006;72.9;2025-12-28 16:50:14.88
BI-RUI-P001;77.3;2025-12-28 16:50:46.293
BI-RUI-011;64.499;2025-12-28 16:51:00.14
BI-RUI-C025;47.30;2025-12-28 16:51:02.673
BI-RUI-BR6;60.200;2025-12-28 16:51:52.203
BI-RUI-P003;75.2;2025-12-28 16:52:04.22
BI-RUI-C008;69.4;2025-12-28 16:52:07.847
BI-RUI-009;71.087;2025-12-28 16:52:44.5
BI-RUI-005;69.427;2025-12-28 16:52:45.047
BI-RUI-P007;63.8;2025-12-28 16:53:54.127
BI-RUI-P014;62.5;2025-12-28 16:54:38.01
BI-RUI-C005;65.2;2025-12-28 16:55:46.413
BI-RUI-020;57.60;2025-12-28 16:56:07.293
BI-RUI-C009;56.7;2025-12-28 16:56:07.56
BI-RUI-P011;67.9;2025-12-28 16:56:09.56
BI-RUI-BR11;60.928;2025-12-28 16:56:10.997
BI-RUI-C025;45.40;2025-12-28 16:56:22.843
BI-RUI-C012;54.5;2025-12-28 16:56:41.643
BI-RUI-BR15;65.30;2025-12-28 16:56:51.927
BI-RUI-C015;62.90;2025-12-28 16:57:14.4
BI-RUI-P002;33.4;2025-12-28 16:57:34.12
BI-RUI-P009;66.3;2025-12-28 16:57:49.013
BI-RUI-C006;74.4;2025-12-28 16:58:09.33
BI-RUI-021;59.10;2025-12-28 16:58:15.393
BI-RUI-025;62.20;2025-12-28 16:58:18.647
BI-RUI-BR8;56.70;2025-12-28 16:58:22.553
BI-RUI-C002;56.5;2025-12-28 16:58:44.853
BI-RUI-015;70.374;2025-12-28 16:59:04.183
BI-RUI-023;62.60;2025-12-28 16:59:23.687
BI-RUI-P013;65.7;2025-12-28 17:00:01.1
BI-RUI-017;61.421;2025-12-28 17:01:09.61
BI-RUI-019;67.371;2025-12-28 17:01:09.61
BI-RUI-006;62.697;2025-12-28 17:01:09.61
BI-RUI-004;73.699;2025-12-28 17:01:09.61
BI-RUI-C003;59.40;2025-12-28 17:01:09.61
BI-RUI-C005;65.4;2025-12-28 17:01:09.61
BI-RUI-C003;59.10;2025-12-28 17:02:36.217
BI-RUI-C011;51.10;2025-12-28 17:02:36.217
BI-RUI-004;73.699;2025-12-28 17:02:36.217
BI-RUI-001;58.480;2025-12-28 17:02:36.217
BI-RUI-007;58.853;2025-12-28 17:02:36.217
BI-RUI-C025;46.00;2025-12-28 17:02:36.217
BI-RUI-C004;59.4;2025-12-28 17:02:49.577
BI-RUI-C011;50.30;2025-12-28 17:02:56.423
BI-RUI-C025;43.70;2025-12-28 17:03:11.457
BI-RUI-008;56.048;2025-12-28 17:03:35.413
BI-RUI-C016;63.3;2025-12-28 17:03:56.167
BI-RUI-C018;57.40;2025-12-28 17:04:08.527
BI-RUI-010;73.330;2025-12-28 17:04:10.37
BI-RUI-022;68.60;2025-12-28 17:04:31.403
BI-RUI-C020;58.80;2025-12-28 17:04:52.017
BI-RUI-P004;71.1;2025-12-28 17:04:55.75
BI-RUI-C001;60.8;2025-12-28 17:04:58.347
BI-RUI-P001;76.6;2025-12-28 17:05:46.587
BI-RUI-011;65.634;2025-12-28 17:06:01.197
BI-RUI-BR6;59.029;2025-12-28 17:06:58.8
BI-RUI-C008;69.7;2025-12-28 17:07:24.147
BI-RUI-005;64.540;2025-12-28 17:07:37.54
BI-RUI-009;72.741;2025-12-28 17:07:47.947
BI-RUI-P012;66.7;2025-12-28 17:08:28.657
BI-RUI-C025;45.80;2025-12-28 17:08:37.813
BI-RUI-P007;64.6;2025-12-28 17:08:54.533
BI-RUI-P014;63.9;2025-12-28 17:09:38.523
BI-RUI-P011;66.1;2025-12-28 17:11:09.99
BI-RUI-C009;59.0;2025-12-28 17:11:14.52
BI-RUI-BR11;62.434;2025-12-28 17:11:22.1
BI-RUI-020;57.90;2025-12-28 17:11:23.943
BI-RUI-C012;53.9;2025-12-28 17:11:48.697
BI-RUI-C005;64.5;2025-12-28 17:12:03.59
BI-RUI-BR15;64.90;2025-12-28 17:12:15.763
BI-RUI-P002;33.3;2025-12-28 17:12:34.39
BI-RUI-C015;62.10;2025-12-28 17:12:37.39
BI-RUI-P009;65.2;2025-12-28 17:12:49.033
BI-RUI-021;56.70;2025-12-28 17:13:24.943
BI-RUI-C006;73.5;2025-12-28 17:13:33.367
BI-RUI-025;62.20;2025-12-28 17:13:35.977
BI-RUI-BR8;57.40;2025-12-28 17:13:50.103
BI-RUI-C025;45.80;2025-12-28 17:14:05.09
BI-RUI-C002;58.5;2025-12-28 17:14:06.653
BI-RUI-015;72.763;2025-12-28 17:14:10.967
BI-RUI-P005;63.3;2025-12-28 17:14:40.517
BI-RUI-023;69.20;2025-12-28 17:14:42.5
BI-RUI-P013;66.1;2025-12-28 17:15:01.363
BI-RUI-017;61.084;2025-12-28 17:15:27.93
BI-RUI-019;66.790;2025-12-28 17:15:34.163
BI-RUI-004;72.296;2025-12-28 17:15:43.15
BI-RUI-006;63.607;2025-12-28 17:16:11.98
BI-RUI-001;59.970;2025-12-28 17:16:15.967
BI-RUI-007;59.157;2025-12-28 17:16:28.873
BI-RUI-C005;67.7;2025-12-28 17:17:19.817
BI-RUI-C003;60.00;2025-12-28 17:17:53.43
BI-RUI-P010;65.9;2025-12-28 17:18:07.683
BI-RUI-C004;61.8;2025-12-28 17:18:11.387
BI-RUI-C011;47.80;2025-12-28 17:18:24.28
BI-RUI-008;58.282;2025-12-28 17:18:35.513
BI-RUI-010;73.246;2025-12-28 17:18:50.64
BI-RUI-C016;63.8;2025-12-28 17:19:06.05
BI-RUI-C018;57.40;2025-12-28 17:19:25.647
BI-RUI-C025;47.10;2025-12-28 17:19:32.32
BI-RUI-022;73.60;2025-12-28 17:19:54.243
BI-RUI-P004;70.6;2025-12-28 17:19:56.323
BI-RUI-C020;58.10;2025-12-28 17:20:08.81
BI-RUI-P006;73.3;2025-12-28 17:20:15.81
BI-RUI-C001;63.2;2025-12-28 17:20:17.683
BI-RUI-P001;76.7;2025-12-28 17:20:46.78
BI-RUI-011;61.536;2025-12-28 17:21:00.063
BI-RUI-BR6;57.457;2025-12-28 17:21:51.65
BI-RUI-P003;75.8;2025-12-28 17:22:04.777
BI-RUI-009;71.467;2025-12-28 17:22:45.78
BI-RUI-C008;70.1;2025-12-28 17:22:46.78
BI-RUI-005;66.946;2025-12-28 17:22:54.313
BI-RUI-P012;67.4;2025-12-28 17:23:28.85
BI-RUI-P007;62.5;2025-12-28 17:23:55.133
BI-RUI-P014;64.4;2025-12-28 17:24:38.577
BI-RUI-C025;48.20;2025-12-28 17:24:53.017
BI-RUI-P011;67.1;2025-12-28 17:26:10.277
BI-RUI-BR11;61.881;2025-12-28 17:26:22.37
BI-RUI-C009;57.7;2025-12-28 17:26:32.233
BI-RUI-020;58.20;2025-12-28 17:26:40.5
BI-RUI-C012;54.5;2025-12-28 17:27:07.457
BI-RUI-C005;66.2;2025-12-28 17:27:10.567
BI-RUI-P002;33.3;2025-12-28 17:27:34.927
BI-RUI-BR15;65.40;2025-12-28 17:27:38.727
BI-RUI-P009;65.7;2025-12-28 17:27:49.633
BI-RUI-C015;63.80;2025-12-28 17:28:00.29
BI-RUI-021;57.00;2025-12-28 17:28:41.953
BI-RUI-025;62.50;2025-12-28 17:28:52.517
BI-RUI-015;71.298;2025-12-28 17:29:04.643
BI-RUI-BR8;59.50;2025-12-28 17:29:16.863
BI-RUI-C002;59.9;2025-12-28 17:29:22.707
BI-RUI-P005;64.8;2025-12-28 17:29:40.833
BI-RUI-P013;67.5;2025-12-28 17:30:01.743
BI-RUI-023;63.20;2025-12-28 17:30:02.12
BI-RUI-C006;74.4;2025-12-28 17:30:05.73
BI-RUI-C025;46.10;2025-12-28 17:30:19.213
BI-RUI-017;62.132;2025-12-28 17:30:28.137
BI-RUI-004;72.938;2025-12-28 17:30:37.25
BI-RUI-006;61.620;2025-12-28 17:30:57.487
BI-RUI-001;59.844;2025-12-28 17:31:22.707
BI-RUI-007;59.146;2025-12-28 17:31:29.35
BI-RUI-C005;65.1;2025-12-28 17:32:36.56
BI-RUI-C003;61.60;2025-12-28 17:33:03.08
BI-RUI-P010;66.3;2025-12-28 17:33:08.0
BI-RUI-C004;62.4;2025-12-28 17:33:19.237
BI-RUI-008;57.048;2025-12-28 17:33:35.99
BI-RUI-010;74.669;2025-12-28 17:33:50.087
BI-RUI-C011;45.70;2025-12-28 17:33:51.46
BI-RUI-C016;63.6;2025-12-28 17:34:22.277
BI-RUI-C018;69.70;2025-12-28 17:34:36.357
BI-RUI-P004;75.5;2025-12-28 17:34:56.89
BI-RUI-P006;72.4;2025-12-28 17:35:16.27
BI-RUI-022;63.60;2025-12-28 17:35:17.097
BI-RUI-C001;67.2;2025-12-28 17:35:34.333
BI-RUI-C020;61.80;2025-12-28 17:35:34.787
BI-RUI-C025;45.30;2025-12-28 17:35:36.833
BI-RUI-P001;79.8;2025-12-28 17:35:46.803
BI-RUI-011;61.027;2025-12-28 17:36:00.79
BI-RUI-BR6;56.014;2025-12-28 17:36:49.717
BI-RUI-P003;81.4;2025-12-28 17:37:05.047
BI-RUI-005;64.849;2025-12-28 17:37:37.817
BI-RUI-009;69.291;2025-12-28 17:37:53.087
BI-RUI-C008;70.4;2025-12-28 17:38:09.057
BI-RUI-P012;66.7;2025-12-28 17:38:28.997
BI-RUI-C025;48.70;2025-12-28 17:40:57.623
BI-RUI-P011;67.4;2025-12-28 17:41:10.423
BI-RUI-BR11;60.672;2025-12-28 17:41:19.47
BI-RUI-C009;58.0;2025-12-28 17:41:43.897
BI-RUI-020;57.60;2025-12-28 17:41:47.333
BI-RUI-C005;65.2;2025-12-28 17:42:20.557
BI-RUI-C012;59.6;2025-12-28 17:42:23.917
BI-RUI-P002;34.6;2025-12-28 17:42:35.357
BI-RUI-BR15;65.80;2025-12-28 17:42:59.983
BI-RUI-C015;61.90;2025-12-28 17:43:22.957
BI-RUI-021;57.00;2025-12-28 17:43:58.193
BI-RUI-015;70.710;2025-12-28 17:44:11.37
BI-RUI-025;62.40;2025-12-28 17:44:16.383
BI-RUI-BR8;59.20;2025-12-28 17:44:34.573
BI-RUI-C002;62.1;2025-12-28 17:44:39.887
BI-RUI-P005;64.9;2025-12-28 17:44:41.293
BI-RUI-023;64.20;2025-12-28 17:45:12.487
BI-RUI-C006;74.4;2025-12-28 17:45:16.22
BI-RUI-019;67.373;2025-12-28 17:45:24.457
BI-RUI-004;72.408;2025-12-28 17:45:36.723
BI-RUI-017;65.313;2025-12-28 17:45:49.757
BI-RUI-006;62.747;2025-12-28 17:45:58.397
BI-RUI-001;61.068;2025-12-28 17:46:23.213
BI-RUI-C025;48.10;2025-12-28 17:46:24.4
BI-RUI-007;59.163;2025-12-28 17:46:36.59
BI-RUI-C005;67.2;2025-12-28 17:47:49.07
BI-RUI-P010;65.9;2025-12-28 17:48:08.35
BI-RUI-C003;60.00;2025-12-28 17:48:26.073
BI-RUI-C004;63.4;2025-12-28 17:48:26.59
BI-RUI-008;57.568;2025-12-28 17:48:35.653
BI-RUI-010;73.267;2025-12-28 17:49:02.327
BI-RUI-C011;48.00;2025-12-28 17:49:12.737
BI-RUI-C016;62.0;2025-12-28 17:49:39.003
BI-RUI-C018;55.60;2025-12-28 17:49:52.723
BI-RUI-P006;72.4;2025-12-28 17:50:16.65
BI-RUI-022;63.20;2025-12-28 17:50:39.573
BI-RUI-P001;79.7;2025-12-28 17:50:46.827
BI-RUI-C001;65.3;2025-12-28 17:50:57.467
BI-RUI-C020;64.40;2025-12-28 17:50:58.483
BI-RUI-011;60.272;2025-12-28 17:51:08.72
BI-RUI-BR6;56.729;2025-12-28 17:51:48.397
BI-RUI-C025;48.00;2025-12-28 17:51:52.147
BI-RUI-P003;75.6;2025-12-28 17:52:05.523
BI-RUI-005;65.412;2025-12-28 17:52:37.137
BI-RUI-009;71.378;2025-12-28 17:52:43.043
BI-RUI-C008;70.4;2025-12-28 17:53:31.673
BI-RUI-P007;64.1;2025-12-28 17:53:55.553
BI-RUI-P014;63.7;2025-12-28 17:54:38.81
BI-RUI-P011;68.2;2025-12-28 17:56:11.053
BI-RUI-BR11;63.195;2025-12-28 17:56:24.463
BI-RUI-C009;57.4;2025-12-28 17:57:01.03
BI-RUI-020;58.30;2025-12-28 17:57:05.5
BI-RUI-C025;47.70;2025-12-28 17:57:20.657
BI-RUI-P002;33.1;2025-12-28 17:57:35.44
BI-RUI-C005;65.7;2025-12-28 17:57:37.97
BI-RUI-C012;53.7;2025-12-28 17:57:41.16
BI-RUI-P009;65.8;2025-12-28 17:57:50.443
BI-RUI-BR15;66.20;2025-12-28 17:58:12.773
BI-RUI-C015;64.10;2025-12-28 17:58:45.637
BI-RUI-015;70.706;2025-12-28 17:59:11.39
BI-RUI-021;76.90;2025-12-28 17:59:14.407
BI-RUI-025;62.70;2025-12-28 17:59:23.517
BI-RUI-BR8;65.70;2025-12-28 17:59:55.41
BI-RUI-C002;62.9;2025-12-28 17:59:58.427
BI-RUI-P013;68.3;2025-12-28 18:00:02.473
BI-RUI-C006;75.4;2025-12-28 18:01:12.577
BI-RUI-023;68.40;2025-12-28 18:01:12.577
BI-RUI-017;65.199;2025-12-28 18:01:12.577
BI-RUI-019;68.239;2025-12-28 18:01:12.577
BI-RUI-006;64.350;2025-12-28 18:01:12.577
BI-RUI-004;72.121;2025-12-28 18:01:12.577
BI-RUI-001;62.738;2025-12-28 18:01:36.347
BI-RUI-007;60.179;2025-12-28 18:01:36.347
BI-RUI-023;55.80;2025-12-28 18:01:51.8
BI-RUI-C025;45.90;2025-12-28 18:02:37.65
BI-RUI-C005;65.4;2025-12-28 18:03:06.2
BI-RUI-008;58.153;2025-12-28 18:03:32.533
BI-RUI-C003;61.70;2025-12-28 18:03:36.707
BI-RUI-C004;64.7;2025-12-28 18:03:36.737
BI-RUI-010;73.252;2025-12-28 18:03:49.44
BI-RUI-C011;50.10;2025-12-28 18:04:39.213
BI-RUI-C016;61.4;2025-12-28 18:04:55.967
BI-RUI-P004;68.9;2025-12-28 18:04:57.967
BI-RUI-C018;59.10;2025-12-28 18:05:15.03
BI-RUI-P001;77.1;2025-12-28 18:05:47.3
BI-RUI-022;63.20;2025-12-28 18:05:49.817
BI-RUI-011;61.061;2025-12-28 18:06:07.333
BI-RUI-C001;62.6;2025-12-28 18:06:20.197
BI-RUI-C020;65.30;2025-12-28 18:06:27.273
BI-RUI-BR6;54.523;2025-12-28 18:06:51.56
BI-RUI-005;63.668;2025-12-28 18:07:38.16
BI-RUI-009;69.231;2025-12-28 18:07:46.253
BI-RUI-C025;47.30;2025-12-28 18:08:03.96
BI-RUI-P012;67.3;2025-12-28 18:08:29.993
BI-RUI-C008;70.6;2025-12-28 18:08:48.713
BI-RUI-P007;64.7;2025-12-28 18:08:55.933
BI-RUI-P014;64.4;2025-12-28 18:09:39.143
BI-RUI-BR11;61.144;2025-12-28 18:11:10.187
BI-RUI-P011;66.7;2025-12-28 18:11:11.39
BI-RUI-C009;56.6;2025-12-28 18:12:18.023
BI-RUI-020;58.60;2025-12-28 18:12:22.053
BI-RUI-P002;33.1;2025-12-28 18:12:35.43
BI-RUI-P009;66.3;2025-12-28 18:12:50.683
BI-RUI-C005;68.1;2025-12-28 18:12:54.323
BI-RUI-C012;55.1;2025-12-28 18:12:58.56
BI-RUI-C025;45.60;2025-12-28 18:13:21.14
BI-RUI-BR15;65.20;2025-12-28 18:13:31.093
BI-RUI-015;70.746;2025-12-28 18:14:06.537
BI-RUI-C015;65.50;2025-12-28 18:14:08.443
BI-RUI-021;56.20;2025-12-28 18:14:30.617
BI-RUI-025;62.70;2025-12-28 18:14:36.197
BI-RUI-P005;64.9;2025-12-28 18:14:41.667
BI-RUI-P013;67.4;2025-12-28 18:15:03.09
BI-RUI-C002;58.6;2025-12-28 18:15:14.403
BI-RUI-BR8;62.00;2025-12-28 18:15:22.297
BI-RUI-017;65.354;2025-12-28 18:15:28.813
BI-RUI-019;66.631;2025-12-28 18:15:36.83
BI-RUI-004;73.318;2025-12-28 18:15:37.563
BI-RUI-006;62.673;2025-12-28 18:15:55.457
BI-RUI-001;59.438;2025-12-28 18:16:17.21
BI-RUI-007;58.659;2025-12-28 18:16:29.68
BI-RUI-C006;75.7;2025-12-28 18:16:58.713
BI-RUI-023;62.50;2025-12-28 18:16:58.98
BI-RUI-P010;65.7;2025-12-28 18:18:09.21
BI-RUI-C005;70.0;2025-12-28 18:18:22.867
BI-RUI-008;61.031;2025-12-28 18:18:35.913
BI-RUI-C025;46.60;2025-12-28 18:18:42.603
BI-RUI-C003;60.90;2025-12-28 18:18:46.823
BI-RUI-C004;59.3;2025-12-28 18:18:54.15
BI-RUI-010;73.493;2025-12-28 18:18:57.06
BI-RUI-P004;68.2;2025-12-28 18:19:58.533
BI-RUI-C011;47.10;2025-12-28 18:20:00.283
BI-RUI-P006;73.3;2025-12-28 18:20:17.38
BI-RUI-C016;61.6;2025-12-28 18:20:17.63
BI-RUI-C018;59.70;2025-12-28 18:20:37.71
BI-RUI-P001;77.2;2025-12-28 18:20:47.307
BI-RUI-011;61.532;2025-12-28 18:21:07.45
BI-RUI-022;63.20;2025-12-28 18:21:12.73
BI-RUI-C001;63.0;2025-12-28 18:21:36.687
BI-RUI-C020;65.70;2025-12-28 18:21:50.877
BI-RUI-BR6;55.432;2025-12-28 18:21:51.707
BI-RUI-P003;73.9;2025-12-28 18:22:05.99
BI-RUI-009;70.309;2025-12-28 18:22:37.883
BI-RUI-005;66.898;2025-12-28 18:22:44.213
BI-RUI-P012;67.0;2025-12-28 18:23:30.437
BI-RUI-P007;63.9;2025-12-28 18:23:56.27
BI-RUI-C008;70.8;2025-12-28 18:24:11.41
BI-RUI-C025;50.90;2025-12-28 18:24:21.927
BI-RUI-P014;64.1;2025-12-28 18:24:39.743
BI-RUI-P011;67.7;2025-12-28 18:26:11.537
BI-RUI-BR11;61.013;2025-12-28 18:26:20.113
BI-RUI-C009;57.5;2025-12-28 18:27:34.767
BI-RUI-P002;32.6;2025-12-28 18:27:35.873
BI-RUI-020;58.90;2025-12-28 18:27:38.64
BI-RUI-P009;66.6;2025-12-28 18:27:50.767
BI-RUI-C012;58.6;2025-12-28 18:28:05.097
BI-RUI-C005;66.6;2025-12-28 18:28:12.973
BI-RUI-BR15;66.70;2025-12-28 18:28:48.743
BI-RUI-015;70.745;2025-12-28 18:29:04.95
BI-RUI-C015;61.30;2025-12-28 18:29:31.28
BI-RUI-P005;73.2;2025-12-28 18:29:42.017
BI-RUI-021;56.60;2025-12-28 18:29:46.22
BI-RUI-C025;50.70;2025-12-28 18:29:49.377
BI-RUI-P013;68.2;2025-12-28 18:30:03.33
BI-RUI-025;62.40;2025-12-28 18:30:05.19
BI-RUI-019;66.865;2025-12-28 18:30:18.317
BI-RUI-004;72.274;2025-12-28 18:30:36.07
BI-RUI-017;65.243;2025-12-28 18:30:36.257
BI-RUI-C002;56.6;2025-12-28 18:30:43.523
BI-RUI-BR8;59.40;2025-12-28 18:30:48.993
BI-RUI-006;62.283;2025-12-28 18:31:04.45
BI-RUI-007;59.991;2025-12-28 18:31:16.34
BI-RUI-001;60.575;2025-12-28 18:31:20.327
BI-RUI-C006;75.4;2025-12-28 18:32:15.19
BI-RUI-023;64.50;2025-12-28 18:32:15.973
BI-RUI-P010;66.3;2025-12-28 18:33:09.323
BI-RUI-008;59.556;2025-12-28 18:33:33.047
BI-RUI-C005;67.8;2025-12-28 18:33:40.203
BI-RUI-010;72.326;2025-12-28 18:33:58.707
BI-RUI-C003;60.70;2025-12-28 18:34:05.08
BI-RUI-C004;60.3;2025-12-28 18:34:10.363
BI-RUI-P004;71.6;2025-12-28 18:34:59.103
BI-RUI-C025;46.90;2025-12-28 18:35:16.513
BI-RUI-P006;72.3;2025-12-28 18:35:17.747
BI-RUI-C011;49.50;2025-12-28 18:35:32.53
BI-RUI-C016;62.1;2025-12-28 18:35:33.623
BI-RUI-P001;77.5;2025-12-28 18:35:47.423
BI-RUI-C018;63.70;2025-12-28 18:35:54.203
BI-RUI-011;64.562;2025-12-28 18:35:58.017
BI-RUI-022;64.80;2025-12-28 18:36:30.71
BI-RUI-C001;65.3;2025-12-28 18:36:50.54
BI-RUI-BR6;54.939;2025-12-28 18:36:58.417
BI-RUI-P003;77.1;2025-12-28 18:37:05.993
BI-RUI-C020;65.90;2025-12-28 18:37:23.433
BI-RUI-009;68.700;2025-12-28 18:37:43.437
BI-RUI-005;65.999;2025-12-28 18:37:53.017
BI-RUI-P012;68.0;2025-12-28 18:38:30.787
BI-RUI-C008;71.1;2025-12-28 18:39:23.997
BI-RUI-C025;46.20;2025-12-28 18:40:36.977
BI-RUI-P011;67.2;2025-12-28 18:41:11.963
BI-RUI-BR11;73.400;2025-12-28 18:41:19.76
BI-RUI-P002;32.8;2025-12-28 18:42:36.27
BI-RUI-020;58.60;2025-12-28 18:42:46.647
BI-RUI-C009;58.4;2025-12-28 18:42:51.523
BI-RUI-C005;67.6;2025-12-28 18:43:29.45
BI-RUI-C012;57.9;2025-12-28 18:43:32.107
BI-RUI-015;73.000;2025-12-28 18:43:52.39
BI-RUI-BR15;66.80;2025-12-28 18:44:05.83
BI-RUI-P005;64.3;2025-12-28 18:44:42.053
BI-RUI-C015;59.70;2025-12-28 18:44:45.337
BI-RUI-021;57.20;2025-12-28 18:45:02.773
BI-RUI-019;67.389;2025-12-28 18:45:22.527
BI-RUI-025;62.20;2025-12-28 18:45:23.73
BI-RUI-017;66.323;2025-12-28 18:45:27.357
BI-RUI-004;73.098;2025-12-28 18:45:39.733
BI-RUI-C002;58.6;2025-12-28 18:45:59.377
BI-RUI-C025;48.10;2025-12-28 18:46:03.173
BI-RUI-BR8;59.20;2025-12-28 18:46:05.36
BI-RUI-001;61.341;2025-12-28 18:46:16.533
BI-RUI-006;64.826;2025-12-28 18:46:19.41
BI-RUI-007;60.537;2025-12-28 18:46:20.893
BI-RUI-C006;76.3;2025-12-28 18:47:31.577
BI-RUI-023;63.60;2025-12-28 18:47:33.53
BI-RUI-P010;65.7;2025-12-28 18:48:09.91
BI-RUI-008;60.436;2025-12-28 18:48:35.037
BI-RUI-010;72.963;2025-12-28 18:48:52.15
BI-RUI-C005;64.7;2025-12-28 18:48:57.46
BI-RUI-C003;61.10;2025-12-28 18:49:27.543
